Collezione 1,Collezione 2,Collezione 3
0.0898621,0.479369,0.573154
1.15889,1.99109,1.55093
0.0658707,0.0867952,0.623456
3.47816,5.35595,11.736
0.122918,0.23468,0.440307
0.759977,2.04958,1.86943
0.342021,0.350734,0.144094
0.59706,0.584755,0.064209
2.39555,0.560282,0.0302871
0.0736208,0.119228,0.284337
0.709984,0.0322622,0.0198434
2.43903,0.584675,0.00187183
5.38718,0.504005,0.0191719
9.65534,0.887811,0.930998
0.0984144,2.24353,4.01158
0.58629,0.718284,0.730737
2.45612,2.68958,2.68998
5.42156,5.41421,5.40191
9.37573,9.51824,9.52113
15.5204,15.3603,15.3033
7.58953,21.0392,21.039
3.44556,0.0506202,5.02612
0.806074,0.385202,0.143581
5.84809,0.675138,0.738147
0.639231,2.37231,0.0633072
1.41407,5.36037,0.66067
0.665648,9.66405,2.66495
6.51408,14.988,5.66972
1.19894,1.8814,9.396
32.9653,0.151173,14.6185
7.49787,0.248949,0.226002
31.7219,17.0452,3.09702
9.79978,0.485777,0.648666
14.4536,15.4504,8.56132
3.30122,1.25392,1.23949
4.8006,13.803,8.39915
1.91878,4.03841,4.59614
0.200744,8.31187,5.548
0.657571,7.80311,8.5367
0.47454,2.22515,0.840629
0.676629,2.25552,2.18045
2.40867,0.614596,0.604344
0.207665,0.0195215,2.35236
0.594023,0.725506,0.673303
2.41852,2.34529,0.601273
5.25686,1.81837,2.36521
3.32058,0.764268,1.20593
0.674985,3.32689,0.674347
2.63462,2.13782,1.77614
5.3762,0.875917,0.206148
9.9115,0.616638,0.352943
15.1753,2.63828,1.26767
0.563115,2.9095,2.10068
1.09303,1.05761,0.641041
2.6723,2.78938,2.74968
5.6273,0.065332,0.593536
9.51725,0.262532,0.808089
14.687,0.583148,0.584178
21.2256,0.525406,0.505396
2.98935,0.0506859,0.0142666
0.658028,0.108094,0.0874689
2.39533,0.129591,0.193033
5.36165,0.0437028,0.0824449
0.222978,0.154963,0.134971
0.607728,1.16471,0.756355
64.2913,0.592153,0.600621
0.106697,0.0566932,0.377164
12.0767,0.587969,0.586361
0.669395,2.39506,2.3694
92.4281,5.31856,0.0108767
0.197841,1.17449,0.593727
0.710248,0.601123,2.33988
2.46703,2.35117,0.105764
5.26858,0.254721,0.205044
9.66093,0.613922,0.611604
7.36364,1.66536,1.54743
0.903256,0.659559,0.667466
2.48251,6.4156,5.88682
0.879684,0.667348,1.00553
0.60389,2.40932,1.77287
5.15643,0.36582,0.142382
6.25054,0.971656,1.21252
2.53834,0.00756324,0.0515793
4.70021,0.596933,0.557815
2.60357,0.688523,0.683947
3.46152,1.85726,2.09243
3.04533,0.295729,0.270052
0.872737,3.11863,3.73854
0.178963,0.64294,0.563359
1.07795,2.05974,2.83937
4.13842,3.57669,3.38578
0.655844,0.613857,0.0246067
2.4785,2.35472,0.593622
5.34067,1.30909,0.0894168
0.816397,0.590811,0.59112
0.80925,0.000256962,0.146005
2.50173,0.0206988,0.59815
5.35894,0.591391,0.0433749
9.55931,2.32805,0.586934
15.4496,0.147728,0.0307102
21.0519,0.355646,0.203308
13.0851,0.642349,0.617495
0.595944,2.38302,2.41366
2.39776,5.32257,5.28711
2.8062,0.99145,1.93405
0.690553,0.810474,0.727718
2.39088,2.40706,2.41635
5.5724,5.28197,5.29633
9.41054,9.46943,9.44999
14.6506,14.9531,14.8912
0.971596,21.1014,21.0996
0.0574499,28.7369,4.35645
0.690123,22.3865,0.0549849
8.72971,0.606526,0.606643
0.627895,2.35696,2.3558
3.00919,5.28573,5.27606
0.58645,9.42691,0.142046
5.32805,14.6995,0.638786
0.798702,21.0676,2.35894
17.4672,28.6304,5.25838
1.69319,15.5508,9.30467
9.6408,0.602419,14.501
6.30558,2.39486,21.0313
13.152,19.6718,18.89
3.01786,0.853216,0.837651
2.67019,9.72766,8.82253
0.731205,3.24822,2.76185
0.629126,1.7346,1.95449
1.86987,4.40984,4.47686
0.662321,1.43246,1.03417
2.34183,1.83411,1.81362
3.46829,0.0904007,0.123449
0.890405,0.0473925,0.136188
0.682372,0.633177,0.637809
1.32661,2.35004,2.35627
0.716732,1.27813,1.53377
2.67171,0.060431,0.120672
5.49809,0.576559,0.571457
9.59101,0.214065,0.29988
