Collezione 1,Collezione 2,Collezione 3
8.40683,7.90725,5.45681
7.91463,6.08764,7.42893
6.91464,5.02686,3.75835
5.7912,11.3026,10.2222
5.0258,2.75259,2.64833
6.69674,3.03605,3.12644
4.79636,3.06582,2.84931
4.34152,4.53857,4.39593
4.75213,2.33302,1.97673
5.66039,2.32654,2.3072
8.76931,3.27864,3.24571
5.70825,6.81492,6.77689
2.22692,5.04574,4.61114
2.67255,3.75465,3.70012
5.25731,8.28257,8.72269
9.98401,11.9272,11.59
16.8721,12.727,12.3682
25.6862,18.5344,18.3357
36.3425,14.764,14.1993
15.3978,16.2265,15.4387
14.7005,17.758,16.9084
19.8233,18.2787,17.1982
25.631,18.3121,17.2195
32.8558,19.832,18.5248
41.019,22.1639,20.7331
49.6373,24.3195,23.3302
35.3148,25.6692,23.7372
32.9146,26.2349,24.3577
35.5228,28.1344,25.8078
31.8845,28.6279,26.2815
241.75,31.1828,28.707
30.6135,30.6848,27.2962
93.6842,28.2616,25.4876
24.7673,25.3474,24.1537
27.1809,24.8677,23.9335
18.5113,21.3737,20.6967
17.1278,20.2216,19.2709
13.3416,20.0475,19.3689
12.7944,19.3339,18.8148
13.5171,20.1781,19.6635
17.1738,18.5357,19.0006
7.45048,20.898,20.4133
9.67829,24.6756,25.3185
2.17724,25.5108,24.9496
2.89007,28.0041,26.6348
5.33443,32.0326,29.7055
5.91025,34.2476,35.1659
4.75116,34.9768,33.8013
1.76892,35.5318,33.9179
3.2365,36.5248,34.5793
3.96075,37.6194,35.6611
9.43518,37.8525,36.1163
2.9936,38.0552,35.5022
4.59373,39.0275,37.0721
7.46687,39.8479,37.795
3.57649,42.6972,38.726
2.94217,47.791,40.1508
3.94149,49.3686,39.8402
6.37731,41.5735,40.1026
1.86614,43.2923,39.3905
0.803164,47.4287,39.7115
2.3544,42.2052,40.826
5.259,39.7575,37.9277
9.48803,41.3544,38.0514
14.9949,49.2043,44.3033
21.8545,39.395,39.9762
30.2177,35.5633,34.383
14.5831,33.8936,33.1056
3.00059,35.7792,35.4509
5.77418,36.1863,35.9109
7.45454,39.6386,39.3312
9.95096,43.0412,22.9043
17.3998,45.3287,17.1707
5.41791,19.2242,18.8843
4.74817,17.1186,21.7545
3.76842,18.695,25.5683
15.8203,21.4912,30.4705
2.11774,25.3356,16.0176
0.960797,30.3301,16.3519
0.789168,18.1522,17.9845
12.0691,18.584,23.0907
0.583684,17.905,15.6599
7.82778,17.2511,12.7616
0.773232,14.3301,14.1817
14.5655,13.736,16.7707
5.11122,11.3554,20.7468
32.6948,28.6147,21.4452
10.0806,11.5524,11.8009
10.9974,11.4651,10.9261
10.3252,8.07791,8.46484
12.2537,16.2668,13.4391
8.60532,4.93718,4.72878
9.28711,5.57662,6.04029
8.74261,5.06947,5.32
8.14905,1.28521,1.11718
8.98096,2.42878,2.9308
9.92003,0.261023,0.31518
8.88744,0.585851,0.571907
10.0851,0.721785,0.749947
9.43168,0.0620504,0.221129
11.6347,0.0528509,0.088384
8.62588,0.668411,0.790243
4.25166,0.705978,1.04043
3.7988,0.939797,1.31004
5.6847,4.36504,5.19004
9.32075,7.29397,7.98199
15.3628,6.93907,7.83713
24.1223,11.4251,12.3246
35.6065,13.2575,13.2091
48.386,15.9207,15.679
18.6397,19.2892,19.1649
20.3406,23.0644,22.7145
25.2435,21.6536,21.1418
29.8505,23.0577,22.146
34.1849,22.6633,21.9277
26.482,23.909,22.91
30.8455,26.561,25.3112
31.3806,27.1497,25.5132
34.1184,27.9891,26.4172
29.2505,27.1131,25.7182
116.735,28.5271,26.7595
25.0649,28.2881,26.7753
200.086,29.0432,27.5975
19.6771,23.2914,22.98
27.9453,23.1124,22.3226
14.2979,24.1605,21.0901
64.0561,26.4645,21.0697
10.1329,21.5929,22.6693
8.54148,21.0314,25.1712
9.47287,22.7066,22.7659
12.0538,25.4151,20.0308
16.1202,21.5976,21.4858
9.92208,19.9403,23.9002
0.743948,21.7505,18.5218
2.32319,24.2289,18.4938
5.36772,19.7835,20.6783
9.82429,19.6893,22.8714
2.86063,23.1847,19.7389
2.33239,23.5104,20.6799
4.5896,23.8302,21.5056
8.73655,29.0188,28.3813
12.6719,27.3895,24.6596
9.94346,29.0042,26.983
3.70114,31.0127,27.9167
3.50536,32.7561,30.028
3.39176,34.0434,30.7438
4.0391,35.0919,33.0117
4.06822,36.243,33.021
9.37805,69.9283,63.744
57.2607,205.178,207.021
1.05471,17.597,16.1249
2.61853,19.4543,18.1811
5.30279,22.2531,21.0717
9.31008,26.4417,25.0357
14.6174,31.3918,30.343
21.423,43.4257,42.76
28.9606,22.2518,37.6867
2.9234,13.8045,13.1576
1.24772,11.3763,10.99
26.7521,10.5049,10.3353
4.61441,13.4349,13.304
13.0089,16.5747,16.5747
3.61662,23.4688,23.3949
1.16234,3.5201,5.95905
0.786433,4.15609,3.6239
1.24563,4.87222,4.78192
0.753433,5.76044,5.62939
3.90459,5.81655,8.86408
5.72757,2.81653,2.99776
28.6378,27.8477,1.31642
1.15565,4.32473,0.425989
24.6308,9.36728,5.05031
13.9591,0.354946,0.193081
16.758,4.9204,3.98344
14.8909,0.174604,0.283063
23.0352,12.4012,8.06518
19.0271,3.46295,3.64678
17.4285,9.10872,8.86508
17.0765,10.8525,10.9794
16.2573,14.5772,12.9449
